permit_,permit_type,reported_cost,issue_date,street_number,street_direction,street_name,contact_1_city,contact_1_state,work_description,contact_1_zipcode,community_area,ward,address,zip_code
100115146,PERMIT - EASY PERMIT PROCESS,27000,2006-06-06T00:00:00.000,6127,W,GRACE ST,CHICAGO,IL,"REMMOVE / REPLACE DRYWALL, REPLACE PLUMBING FIXTURES, (9),NEW KITCHEN CABINETS, REPLACE TILE, ELECTRICAL FIXTURES. ALL WORK SAME AS EXISTING.",,,,"6127 W GRACE ST, CHICAGO, IL",
100115173,PERMIT - EASY PERMIT PROCESS,8000,2006-05-26T00:00:00.000,636,W,116TH PL,CHICAGO,IL,"REPAIR / REPLACE SHINGLES, SIDING, WINDOWS, FLOORING, PAINTING. ALL WORK SAME AS EXISTING.",,,,"636 W 116TH PL, CHICAGO, IL",
100115358,PERMIT - EASY PERMIT PROCESS,0,2006-05-30T00:00:00.000,2047,W,DIVISION ST,2131 W DIVISION,,"REPLACE EXISTING RTU WITH TWO TRANE 10 TON RTU'S. AIR COOLED , SELF CONTAINED,R-22, TWO COMPRESSORS EACH, LOCATED ON ROOF.",,,,"2047 W DIVISION ST, CHICAGO, IL",
100115490,PERMIT - NEW CONSTRUCTION,173000,2006-05-31T00:00:00.000,4511,W,BYRON ST,,,"ERECT NEW THREE STORY FRAME SINGLE FAMILY RESIDENCE WITH ATTACHED GARAGE, PER PLANS.",,,,"4511 W BYRON ST, CHICAGO, IL",
100115596,PERMIT - EASY PERMIT PROCESS,8000,2006-05-31T00:00:00.000,1810,N,MOBILE AVE,CHICAGO,IL,PATCH AND REPAIR AND PAINT DRYWALL AS NEEDED THROUGH OUT. REMOVE / REPLACE WINDOWS. ALL WORK SAME AS EXISTING. NO ELECTRICAL.,,,,"1810 N MOBILE AVE, CHICAGO, IL",
100115642,PERMIT - EASY PERMIT PROCESS,8000,2006-05-31T00:00:00.000,3814,N,KEDVALE AVE,CHICAGO,IL,"ERECT A DETACHED FRAME GARAGE, 20' X 30', WITH TWO - ONE SQ. FOOT ROOF VENTS AND ALLEY ACCESS.",,,,"3814 N KEDVALE AVE, CHICAGO, IL",
100115704,PERMIT - EASY PERMIT PROCESS,13700,2006-05-31T00:00:00.000,7467,N,SHERIDAN RD,IL,606,TEAR OFF & ASPHALT SHINGLES ALL WORK SAME SIZE AND LOCATION.,,,,"7467 N SHERIDAN RD, CHICAGO, IL",
100115774,PERMIT - RENOVATION/ALTERATION,9000,2006-06-15T00:00:00.000,1007,N,WOLCOTT AVE,CHICAGO,IL,"ALTERATIONS TO EXTERIOR FACADE; INCLUDING, BRICK REPLACEMENT, LINTEL REPAIR, PARAPET REPAIR AND REQUIRED TUCKPOINTING AS PER PLANS TO CORRECT CODE VIOLATIONS.",,,,"1007 N WOLCOTT AVE, CHICAGO, IL",
100115998,PERMIT - EASY PERMIT PROCESS,1800,2006-06-01T00:00:00.000,358,E,71ST ST,CHICAGO,IL,REMOVE AND REPALCE BRICK WHERE NEEDED BOTTOM OF FRONT BUILDING 17'' HIGH 125 LN LONG,,,,"358 E 71ST ST, CHICAGO, IL",
100116000,PERMIT - EASY PERMIT PROCESS,6800,2006-06-01T00:00:00.000,6122,S,RHODES AVE,CHICAGO,IL,"REMOVE /REPLACE WINDOWS, DOORS, CERAMIC TILES, KITCHEN CABINETS, SHINGLES, SIDING, GUTTERS, DOWNSPOUTS, FACIA AND SOFFIT.",,,,"6122 S RHODES AVE, CHICAGO, IL",
100116017,PERMIT - EASY PERMIT PROCESS,2500,2006-06-01T00:00:00.000,3907,W,FILLMORE ST,CHICAGO,IL,"REMOVE / REPLACE PLYWOOD AND SIDING, NEW WINDOWS, NEW DOORS, FOR EXISTING ENCLOSED BACK PORCH. ALL WORK SUBJECT TO FIELD INSPECTION.",,,,"3907 W FILLMORE ST, CHICAGO, IL",
100116030,PERMIT - EASY PERMIT PROCESS,700,2006-06-02T00:00:00.000,8434,S,EUCLID AVE,CHICAGO,IL,"REPAIR / REPLACE DRYWALL AS NEEDED, NEW DOORS, WINDOWS, FLOORING, ROOF. ALL WORK SAME AS EXISTING. ALL WORK SUBJECT TO FIELD INSPECTION. NO ELECTRICAL, NO PLUMBING ON THIS PERMIT.",,,,"8434 S EUCLID AVE, CHICAGO, IL",
100116043,PERMIT - SIGNS,0,2006-06-01T00:00:00.000,2029,W,DIVISION ST,,,FRONT OF BUILDING 387463,,,,"2029 W DIVISION ST, CHICAGO, IL",
100116046,PERMIT - SIGNS,0,2006-12-29T00:00:00.000,1658,W,CORTLAND ST,,,S/W CORNER OF BUILDING. NON ILLUMINATED PVC.,,,,"1658 W CORTLAND ST, CHICAGO, IL",
100116049,PERMIT - SIGNS,0,2006-06-01T00:00:00.000,1645,W,CORTLAND ST,,,FRONT CENTERED NON ILLUMINATED 387465,,,,"1645 W CORTLAND ST, CHICAGO, IL",
100116053,PERMIT - SIGNS,0,2006-06-01T00:00:00.000,5107,N,CLARK ST,,,FRONT OF BUILDING 387467,,,,"5107 N CLARK ST, CHICAGO, IL",
100116111,PERMIT - SIGNS,0,2006-06-01T00:00:00.000,5720,W,BELMONT AVE,,,FRONT CENTERED (FACE CHANGE ONLY) 387476,,,,"5720 W BELMONT AVE, CHICAGO, IL",
100116112,PERMIT - SIGNS,0,2006-06-01T00:00:00.000,13251,S,BALTIMORE AVE,,,FRONT OF BUILDING 387477,,,,"13251 S BALTIMORE AVE, CHICAGO, IL",
100116113,PERMIT - SIGNS,0,2006-06-06T00:00:00.000,3945,N,AUSTIN AVE,,,WEST ELEVATION AWNING 387478,,,,"3945 N AUSTIN AVE, CHICAGO, IL",
100116115,PERMIT - RENOVATION/ALTERATION,28000,2007-07-25T00:00:00.000,2648,N,HALSTED ST,CHICAGO,IL,"NEW ATTIC INTERIOR BUILDOUT, RENOVATION OF EXISTING FIRST FLOOR COMMERCIAL SPACE AND PORCH REPAIRS.                                                                                                          -CONDITIONAL PERMIT, SUBJECT TO FIELD VERIFICATION.",,,,"2648 N HALSTED ST, CHICAGO, IL",
100116121,PERMIT - PORCH CONSTRUCTION,6000,2006-08-30T00:00:00.000,1639,N,LUNA AVE,CHICAGO,ILLINOIS,ERECT 2 STORY REAR OPEN WOOD REPLACEMENT PORCH PER ARCHITECT'S PLANS,,,,"1639 N LUNA AVE, CHICAGO, IL",
100116135,PERMIT - NEW CONSTRUCTION,1100000,2006-10-16T00:00:00.000,3630,S,ELLIS AVE,,,ERECT 4 STORY 16 UNIT MASONRY RESIDENTIAL BUILDING AS PER PLANS,,,,"3630 S ELLIS AVE, CHICAGO, IL",
100116158,PERMIT - EASY PERMIT PROCESS,8000,2006-06-02T00:00:00.000,9857,S,LEAVITT ST,CHICAGO,IL,"REPAIR / REPLACE 5/8"" DRYWALL, REMOVE / REPLACE WINDOWS, PATCH AND REFLASH ROOF, UPGRADE ELECTRICAL. ALL WORK SAME AS EXISTING.",,,,"9857 S LEAVITT ST, CHICAGO, IL",
100116160,PERMIT - SIGNS,0,2006-12-29T00:00:00.000,953,N,ASHLAND AVE,,,WEST ELEVATION 387480,,,,"953 N ASHLAND AVE, CHICAGO, IL",
100116165,PERMIT - EASY PERMIT PROCESS,8000,2006-06-02T00:00:00.000,210,W,112TH ST,CHICAGO,IL,"REMOVE / REPLACE 5/8"" DRYWALL, REMOVE / REPLACE WINDOWS, SIDING, FACIA,SOFFIT, GUTTERS. PATCH AND REPAIR ROOF AND REFLASH.UPGRADE ELECTRICAL.",,,,"210 W 112TH ST, CHICAGO, IL",
100116216,PERMIT - SIGNS,0,2006-06-02T00:00:00.000,6134,W,NORTH AVE,,,AWNING OVER FRONT DOOR AND WINDOWS FRONT SIDE OF BUILDING WITHOUT LIGHTS 387494,,,,"6134 W NORTH AVE, CHICAGO, IL",
100116226,PERMIT - SIGNS,0,2006-06-06T00:00:00.000,2735,N,LINCOLN AVE,,,IN FRONT OF BUILDING 387498,,,,"2735 N LINCOLN AVE, CHICAGO, IL",
100116246,PERMIT - SIGNS,0,2006-06-02T00:00:00.000,8225,S,KEDZIE AVE,,,AWNING OVER FRONT DOOR AND WINDOWS FRONT SIDE OF BUILDGIN WITHOUT LIGHTS 387510,,,,"8225 S KEDZIE AVE, CHICAGO, IL",
100116298,PERMIT - EASY PERMIT PROCESS,1500,2006-06-02T00:00:00.000,5619,W,SCHOOL ST,CHICAGO,IL,"REPAIRS TO EXISTING CONCRETE FRONT STAIRS FOR SINGLE FAMILY RESIDENCE. ALL WORK SAME AS EXISTING.,",,,,"5619 W SCHOOL ST, CHICAGO, IL",
100116329,PERMIT - NEW CONSTRUCTION,10000,2006-06-20T00:00:00.000,815,E,81ST ST,,,REPLACE EXTG. 3 STORY  WOOD PORCH SAME AS EXTG PER PLANS,,,,"815 E 81ST ST, CHICAGO, IL",
100116336,PERMIT - EASY PERMIT PROCESS,25000,2006-06-02T00:00:00.000,1600,N,ORCHARD ST,CHICAGO,IL,"TUCKPOINT , BRICK REPLACEMENT ,SEALER , CAULKING ALL WORK SAME SIZE AND LOCATION",,,,"1600 N ORCHARD ST, CHICAGO, IL",
100116357,PERMIT - EASY PERMIT PROCESS,20000,2006-06-02T00:00:00.000,2538,N,MARMORA AVE,,,DECONVERT ATTIC DWELLING UNIT BY REMOVING KITCHEN CAPPING ALL PIPES.,,,,"2538 N MARMORA AVE, CHICAGO, IL",
100116525,PERMIT - EASY PERMIT PROCESS,7000,2006-06-05T00:00:00.000,3055,N,NASHVILLE AVE,CHICAGO,IL,"ERECT A DETACHED FRAME GARAGE, 22' X 24', WITH TWO - ONE SQ. FOOT ROOF VENTS, 36"" SIDE SERVICE DOOR, SEVEN FOOT HIGH OVERHEAD DOOR, THREE FOOT APRON, ALLEY ACCESS.",,,,"3055 N NASHVILLE AVE, CHICAGO, IL",
100116657,PERMIT - EASY PERMIT PROCESS,10000,2006-06-05T00:00:00.000,1741,N,WHIPPLE ST,CHICAGO,IL,"REPAIR / REPLACE DAMAGED DRYWALL, NEW DOORS, FLOORS, WINDOWS,REPLACE 6 PLUMBING FIXTURES REPLACEMENT.ALL WORK SAME AS EXISTING. ALL WORK SUBJECT TO FIELD INSPECTION. NO ELECTRICAL ON THIS PERMIT.",,,,"1741 N WHIPPLE ST, CHICAGO, IL",
100116663,PERMIT - EASY PERMIT PROCESS,7000,2006-06-05T00:00:00.000,2618,W,21ST ST,CHICAGO,IL,REMOVING / REPLACING DAMAGED DRYWALL AS NEEDED FOR FIRST AND SECOND FLOOR AND BASEMENT. ALL WORK SAME AS EXISTING. NO PLUMBING.,,,,"2618 W 21ST ST, CHICAGO, IL",
100116761,PERMIT - EASY PERMIT PROCESS,5000,2006-06-07T00:00:00.000,910,S,OAKLEY BLVD,CHICAGO,IL,REMOVE / REPLACE EXISTING ROOF COVERING AND SHEATING AS NECESSARY.,,,,"910 S OAKLEY BLVD, CHICAGO, IL",
100116833,PERMIT - WRECKING/DEMOLITION,11500,2006-07-28T00:00:00.000,2664,E,76TH ST,CHGO,IL,WRECK AND REMOVE A 2 STORY FRAME,,,,"2664 E 76TH ST, CHICAGO, IL",
100116872,PERMIT - EASY PERMIT PROCESS,4000,2006-06-06T00:00:00.000,2035,W,110TH ST,CHICAGO,IL,"ERECT A SIX FOOT HIGH CEDAR FENCE, APROX. 126 LINEAR FEET LONG.",,,,"2035 W 110TH ST, CHICAGO, IL",
100116884,PERMIT - EASY PERMIT PROCESS,6000,2006-06-07T00:00:00.000,5011,N,MEADE AVE,CHICAGO,IL,"ERECT A DETACHED FRAME GARAGE, 21' 8"" X 21' 8""X15' MAX HT,  ALLEY ACCESS, WITH TWO - ONE SQ. FOOT ROOF VENTS.",,,,"5011 N MEADE AVE, CHICAGO, IL",
100116936,PERMIT - EASY PERMIT PROCESS,1800,2006-06-06T00:00:00.000,6829,S,CAMPBELL AVE,CHICAGO,IL,"REPAIRS TO STEPS, STAIRS, AND HAND RAILS. ALL WORK SAME AS EXISTING.",,,,"6829 S CAMPBELL AVE, CHICAGO, IL",
100116968,PERMIT - EASY PERMIT PROCESS,6500,2006-06-06T00:00:00.000,3119,W,BELLE PLAINE AVE,,,"PATCH AND REPAIR DRYWALL AS NEEDED, NEW OVERHEAD CABINETS, NEW FLOORING AND REPAIR ROOF. ALL WORK SAME AS EXISTING.",,,,"3119 W BELLE PLAINE AVE, CHICAGO, IL",
100117000,PERMIT - EASY PERMIT PROCESS,4500,2006-06-06T00:00:00.000,6127,W,GRACE ST,CHICAGO,IL,REMOVE / REPLACE ONE FURNACE TO EXISTING DUCT SYSTEM. ALL WORK SUBJECT TO FIELD INSPECTION.,,,,"6127 W GRACE ST, CHICAGO, IL",
100117086,PERMIT - EASY PERMIT PROCESS,1500,2006-06-07T00:00:00.000,5700,W,ERIE ST,CHICAGO,IL,"INTERIOR REPLACE DRYWALL AS NEEDED, REPAIR, PATCH PLASTER. ALL WORK SAME AS EXISTING.",,,,"5700 W ERIE ST, CHICAGO, IL",
100117116,PERMIT - EASY PERMIT PROCESS,3000,2006-06-07T00:00:00.000,6123,S,PRAIRIE AVE,CHICAGO,IL,"REMOVE / REPLACE DRYWALL WITH ELECTRICAL WORK, NEW DOORS, FLOORS, WINDOWS,(2).REMOVE / REPLACE 8 PLUMBING FIXTURES. ALL WORK SAME AS EXISTING.",,,,"6123 S PRAIRIE AVE, CHICAGO, IL",
100117131,PERMIT - EASY PERMIT PROCESS,1000,2006-06-08T00:00:00.000,604,W,60TH ST,CHICAGO,IL,REPAIR / REPLACE DRYWALL AS NEEDED.ALL WORK SAME AS EXISTING.,,,,"604 W 60TH ST, CHICAGO, IL",
100117136,PERMIT - EASY PERMIT PROCESS,8800,2006-06-07T00:00:00.000,2558,E,96TH ST,CHICAGO,IL,"REMOVE / REPLACE WINDOWS, DOORS, CERAMIC TILES, OVERHEAD KITCHEN CABINETS. REMOVE / REPLACE DRYWALL AS NEEDED FOR ELECTRIC WORK. ELECTRICAL REPAIRS TO INCLUDE:EIGHT - 15 AMP. CIRCUITS, FOUR - 20 AMP. CIRCUITS, ONE CIRCUIT OVER 20 AMPS. ALL WORK SAME AS EXISTING. ALL WORK SUBJECT TO FIELD INSPECTION. NO PLUMBING.",,,,"2558 E 96TH ST, CHICAGO, IL",
100117214,PERMIT - SIGNS,0,2006-06-07T00:00:00.000,2601,E,75TH ST,,,AWNING OVER FRONT DOOR AND WINDOWS FRONT SIDE OF BUILDING 387534,,,,"2601 E 75TH ST, CHICAGO, IL",
100117236,PERMIT - EASY PERMIT PROCESS,7000,2006-06-07T00:00:00.000,2714,W,47TH ST,CHICAGO,IL,"ERECT A DETACHED FRAME GARAGE, 20' X 22', WITH TWO - ONE SQ. FOOT ROOF VENTS, ALLEY ACCESS, 36"" SIDE DOOR, SEVEN FOOT HIGH OVERHEAD DOOR.",,,,"2714 W 47TH ST, CHICAGO, IL",
100117255,PERMIT - SIGNS,0,2006-06-07T00:00:00.000,4035,W,63RD ST,,,ABOVE BUSINESS FRONT (NON-ILLUMINATED),,,,"4035 W 63RD ST, CHICAGO, IL",
100117270,PERMIT - SIGNS,0,2006-06-09T00:00:00.000,102,E,51ST ST,,,"102 E. 51ST STREET CHICAGO, IL",,,,"102 E 51ST ST, CHICAGO, IL",
100117277,PERMIT - SIGNS,0,2006-06-08T00:00:00.000,2404,W,46TH PL,,,AROUND FRONT CORNER OF BUILDING (NON ILLUMINATED) 387539,,,,"2404 W 46TH PL, CHICAGO, IL",
100117366,PERMIT - EASY PERMIT PROCESS,11000,2006-06-08T00:00:00.000,2314,W,WINNEMAC AVE,CHICAGO,IL,"REPAIR EXISTING STAIR BETWEEN FRONT AND REAR BUILDING, REPAIR PORCH AT REAR OF REAR BUILDING.",,,,"2314 W WINNEMAC AVE, CHICAGO, IL",
100117376,PERMIT - EASY PERMIT PROCESS,3500,2006-06-08T00:00:00.000,6839,S,INDIANA AVE,CHICAGO,IL,"REPAIR OR REPLACE SHINGLES, SIDING, FASCIA, SOFFIT, AND GUTTERS, DOORS, (EXTERIOR),NEW WINDOWS. ALL WORK SAME AS EXISTING.",,,,"6839 S INDIANA AVE, CHICAGO, IL",
100117390,PERMIT - RENOVATION/ALTERATION,150000,2006-07-28T00:00:00.000,1000,W,NORTH AVE,CHGO,IL,INTERIOR ALTERATION OF 2600 SF WITHIN EXISTING RETAIL SPACE FOR HIGH-END AUDIO VIDIO SALES DEPT.,,,,"1000 W NORTH AVE, CHICAGO, IL",
100117537,PERMIT - SIGNS,0,2006-06-09T00:00:00.000,1347,W,87TH ST,,,1347 S 87TH ST. 387564,,,,"1347 W 87TH ST, CHICAGO, IL",
100117545,PERMIT - RENOVATION/ALTERATION,100000,2006-06-14T00:00:00.000,7535,N,ORIOLE AVE,CHICAGO,ILL,"ERECT 2ND FLOOR ADDITION AND INTERIOR ALTERATION TO 1ST FLOOR- PLUMB,HEAT,ELEC INCLUDED",,,,"7535 N ORIOLE AVE, CHICAGO, IL",
100117581,PERMIT - EASY PERMIT PROCESS,3800,2006-06-14T00:00:00.000,717,N,RIDGEWAY AVE,CHICAGO,IL,"MASONRY REPAIRS: REPLACE CHIMNEY CAP, EXTERIOR SERVICE WALKS, TUCKPOINTING, TO ADDRESS VIOLATIONS. ALL WORK SAME AS EXISTING.",,,,"717 N RIDGEWAY AVE, CHICAGO, IL",
100117671,PERMIT - EASY PERMIT PROCESS,0,2006-06-09T00:00:00.000,1454,W,47TH ST,OAKBROOK,IL,REPLACE 3 RTU'S,,,,"1454 W 47TH ST, CHICAGO, IL",
100117723,PERMIT - EASY PERMIT PROCESS,0,2006-06-09T00:00:00.000,6121,N,SHERIDAN RD,CHGO,IL,REPLACE 1 WATER HEATER.,,,,"6121 N SHERIDAN RD, CHICAGO, IL",
100117726,PERMIT - EASY PERMIT PROCESS,2000,2006-06-09T00:00:00.000,7814,S,STEWART AVE,CHICAGO,IL,"REMOVE / REPLACE DRYWALL AS NEEDED, REPAIR FLOOR. ELECTRICAL REPAIRS TO INCLUDE:OUTLETS, FIXTURES, SWITCHES. ALL WORK SAME AS EXISING.",,,,"7814 S STEWART AVE, CHICAGO, IL",
100117755,PERMIT - EASY PERMIT PROCESS,10000,2006-06-09T00:00:00.000,4536,W,GRENSHAW ST,CHICAGO,IL,"ERECT A SIX FOOT HIGH WOODEN FENCE, APROX. 248 LINEAR FEET LONG, WITH TWO SIX FOOT HIGH WROUGHT IRON GATES, APROX. 10 FOOT LONG EACH.",,,,"4536 W GRENSHAW ST, CHICAGO, IL",
100117761,PERMIT - EASY PERMIT PROCESS,8000,2006-06-09T00:00:00.000,1218,N,LAMON AVE,CHICAGO,IL,"REMOVE / REPLACE  DRYWALL AS NEEDED, NEW DOORS, CABINETS AND TILES IN SIX DWELLING UNIT BUILDING. ALL WORK SAME AS EXISTING. REPAIR/REPLACE ROOF, TUCKPOINT. ALL WORK SUBJECT TO FIELD INSPECTION. NO ELECTRICAL, NO PLUMBING.",,,,"1218 N LAMON AVE, CHICAGO, IL",
100118018,PERMIT - EASY PERMIT PROCESS,0,2006-06-12T00:00:00.000,901,E,61ST ST,CHICAGO,IL,INSTALL 8 2 1/2 TON REMOTE A/C UNITS 4# EACH,,,,"901 E 61ST ST, CHICAGO, IL",
100118028,PERMIT - EASY PERMIT PROCESS,50,2006-06-13T00:00:00.000,38,W,110TH ST,CHICAGO,IL,DRYWALL REPLACEMENT (NO ELECTRICAL),,,,"38 W 110TH ST, CHICAGO, IL",
100118068,PERMIT - RENOVATION/ALTERATION,8000,2006-07-10T00:00:00.000,3800,N,LAKE SHORE DR,CHICAGO,IL,"REPLACEMENT EXISTING WINDOWS, UNIT 13E.",,,,"3800 N LAKE SHORE DR, CHICAGO, IL",
100118237,PERMIT - EASY PERMIT PROCESS,1000,2006-06-13T00:00:00.000,3229,S,ABERDEEN ST,NAPERVILLE,IL,"DECONVERT STORE PARTIONS,(NON - STRUCTUAL), TO EMPTY STORAGE. ALL WORK SAME AS EXISTING.",,,,"3229 S ABERDEEN ST, CHICAGO, IL",
100118184,PERMIT - SIGNS,0,2006-06-13T00:00:00.000,5926,W,HIGGINS AVE,,,SWINGER ON FRONT OF BUILDING 4' X 6' - EXISTING A FRAME FOR SUPPORT.  387559,,,,"5926 W HIGGINS AVE, CHICAGO, IL",
100118191,PERMIT - RENOVATION/ALTERATION,45000,2006-07-17T00:00:00.000,1458,N,CAMPBELL AVE,CHICAGO,IL,INTERIOR & EXTERIOR ALTERATION TO AN EXISTING 2 STORY MASONRY BUILDING CONVERT GROUND FLOOR STOREFRONT TO A DWELLING UNIT PER PLANS,,,,"1458 N CAMPBELL AVE, CHICAGO, IL",
100118195,PERMIT - SIGNS,0,2006-06-13T00:00:00.000,4559,S,HALSTED ST,,,RIGHT OF BUILDING 387560,,,,"4559 S HALSTED ST, CHICAGO, IL",
100118198,PERMIT - SIGNS,0,2006-06-13T00:00:00.000,4559,S,HALSTED ST,,,LEFT OF BUILDING 387561,,,,"4559 S HALSTED ST, CHICAGO, IL",
100118273,PERMIT - SIGNS,0,2006-06-13T00:00:00.000,2148,N,DAMEN AVE,,,AWNING 387577,,,,"2148 N DAMEN AVE, CHICAGO, IL",
100118219,PERMIT - EASY PERMIT PROCESS,14500,2006-06-13T00:00:00.000,10901,S,LONGWOOD DR,CHICAGO,IL,"REPAIRS DUE TO FIRE: REMOVE / REPLACE DAMAGED DRYWALL, ELECTRICAL REPAIRS TO INCLUDE LIGHTING FIXTURES, OUTLETS, SWITCHES. ALL WORK SAME AS EXISTING. REPAIRS ONLY TO UNIT #B.",,,,"10901 S LONGWOOD DR, CHICAGO, IL",
100118245,PERMIT - SIGNS,0,2006-06-13T00:00:00.000,2140,W,DIVISION ST,,,FRONT OF STORE 387570,,,,"2140 W DIVISION ST, CHICAGO, IL",
100118249,PERMIT - SIGNS,0,2006-06-13T00:00:00.000,5645,W,DIVERSEY AVE,,,FRONT OF BUILDING 387571,,,,"5645 W DIVERSEY AVE, CHICAGO, IL",
100118268,PERMIT - SIGNS,0,2006-06-13T00:00:00.000,2148,N,DAMEN AVE,,,AWNING 387574,,,,"2148 N DAMEN AVE, CHICAGO, IL",
100118271,PERMIT - SIGNS,0,2006-06-13T00:00:00.000,2148,N,DAMEN AVE,,,AWNING 387575,,,,"2148 N DAMEN AVE, CHICAGO, IL",
100118272,PERMIT - SIGNS,0,2006-06-13T00:00:00.000,2148,N,DAMEN AVE,,,AWNING 387576,,,,"2148 N DAMEN AVE, CHICAGO, IL",
100118335,PERMIT - EASY PERMIT PROCESS,3500,2006-06-13T00:00:00.000,5839,S,INDIANA AVE,CHICAGO,IL,REVISION TO PERMIT # 100117376 TO CORRECT ADDRESS FROM 6839 S. INDIANA TO 5839 S. INDIANA.,,,,"5839 S INDIANA AVE, CHICAGO, IL",
100118337,PERMIT - EASY PERMIT PROCESS,1000,2006-06-14T00:00:00.000,453,W,31ST ST,CHICAGO,IL,"REPAIR EXISTING STAIRS, INSTALL HANDRAIL TO BASEMENT. PER APPROVED STRUCTUAL ENGINEERS REPORT APPROVED BY D.O.B.",,,,"453 W 31ST ST, CHICAGO, IL",
100118403,PERMIT - EASY PERMIT PROCESS,2000,2006-06-14T00:00:00.000,6741,W,DAKIN ST,CHICAGO,IL,"ERECT A GARDEN STORAGE SHED, 12' X 12', NO ELECTRICAL.",,,,"6741 W DAKIN ST, CHICAGO, IL",
100118406,PERMIT - SIGNS,0,2006-06-14T00:00:00.000,3316,N,CENTRAL AVE,,,FACING EAST 387602,,,,"3316 N CENTRAL AVE, CHICAGO, IL",
100118407,PERMIT - SIGNS,0,2006-06-14T00:00:00.000,3316,N,CENTRAL AVE,,,387602,,,,"3316 N CENTRAL AVE, CHICAGO, IL",
100118408,PERMIT - SIGNS,0,2006-06-14T00:00:00.000,3316,N,CENTRAL AVE,,,387604,,,,"3316 N CENTRAL AVE, CHICAGO, IL",
100118409,PERMIT - SIGNS,0,2006-06-14T00:00:00.000,3316,N,CENTRAL AVE,,,387605,,,,"3316 N CENTRAL AVE, CHICAGO, IL",
100118410,PERMIT - SIGNS,0,2006-06-14T00:00:00.000,3316,N,CENTRAL AVE,,,FACING EAST 387606,,,,"3316 N CENTRAL AVE, CHICAGO, IL",
100118420,PERMIT - EASY PERMIT PROCESS,2800,2006-06-14T00:00:00.000,1529,S,TRIPP AVE,CHICAGO,IL,"REPAIR / REPLACE DRYWALL AS NEEDED. ELECTRICAL REPAIRS TO INCLUDE: SWITCHES, OUTLETS, FIXTURES. ALL WORK SAME AS EXISTING. WORK FOR REAR.",,,,"1529 S TRIPP AVE, CHICAGO, IL",
100118487,PERMIT - RENOVATION/ALTERATION,600000,2006-06-28T00:00:00.000,2233,W,DIVISION ST,CHICAGO,IL,"INTERIOR REMODELING ON THE 10TH FLOOR, PATIENT UNITS OF AN EXISITING HOSPITAL BUILDING.",,,,"2233 W DIVISION ST, CHICAGO, IL",
100118512,PERMIT - EASY PERMIT PROCESS,8500,2006-06-14T00:00:00.000,10,E,ONTARIO ST,CHICAGO,IL,"REMOVE / REPLACE 5/8"" DRYWALL AS NEEDED, NEW KITCHEN CABINETS, HARDWOOD FLOORS, FOR UNITS #2603, 3208, 4203, 4504. ALL WORK SAME AS EXISTING. ALL WORK SUBJECT TO FIELD INSPECTION.",,,,"10 E ONTARIO ST, CHICAGO, IL",
100118554,PERMIT - RENOVATION/ALTERATION,500000,2006-06-28T00:00:00.000,2233,W,DIVISION ST,CHICAGO,IL,"INTERIOR REMODELING ON THE 11TH FLOORS, PATIENT UNITS OF AN EXISITING HOSPITAL BUILDING.",,,,"2233 W DIVISION ST, CHICAGO, IL",
100118569,PERMIT - EASY PERMIT PROCESS,9000,2006-06-14T00:00:00.000,5521,S,CHRISTIANA AVE,CHICAGO,IL,"ERECT A DETACHED FRAME GARAGE, 21' X 21', WITH TWO - ONE SQ. FOOT ROOF VENTS, AND ALLEY ACCESS.",,,,"5521 S CHRISTIANA AVE, CHICAGO, IL",
100118572,PERMIT - EASY PERMIT PROCESS,7500,2006-06-15T00:00:00.000,7544,S,EGGLESTON AVE,CHICAGO,IL,"REMOVE / REPLACE DOORS, WINDOWS, SHINGLES, SIDING, 5/8"" DRYWALL,DEFECTIVE ELECTRICAL FIXTURES, INSTALL NEW PLUMBING FIXTURES. ALL WORK SAME AS EXISTING.",,,,"7544 S EGGLESTON AVE, CHICAGO, IL",
100118580,PERMIT - EASY PERMIT PROCESS,500,2006-06-14T00:00:00.000,952,E,76TH ST,CHICAGO,IL,REPAIRS TO GARAGE ROOF ONLY. ALL WORK SAME AS EXISTING.,,,,"952 E 76TH ST, CHICAGO, IL",
100118584,PERMIT - NEW CONSTRUCTION,2650000,2006-06-20T00:00:00.000,300,N,LA SALLE ST,CHICAGO,IL,"CONSTRUCT CAISSONS, FREIGHT TUNNEL BULKHEAD, AND TUNNEL GROUTING ONLY FOR PROPOSED 60-STORY OFFICE TOWER.",,,,"300 N LA SALLE ST, CHICAGO, IL",
100118711,PERMIT - EASY PERMIT PROCESS,3500,2006-06-15T00:00:00.000,2814,W,POLK ST,CHICAGO,IL,REPAIRS TO INTERIOR DRYWALL AND EXTERIOR MASONRY WORK. ALL WORK SAME AS EXISTING.,,,,"2814 W POLK ST, CHICAGO, IL",
100118712,PERMIT - EASY PERMIT PROCESS,15532,2006-06-15T00:00:00.000,8610,S,HONORE ST,CHICAGO,IL,ERECT FRAME GARAGE 22'X22'15' MAX 2 SQ FT ROOF VENTS SIDE DRIVE.,,,,"8610 S HONORE ST, CHICAGO, IL",
